category,question,answer,source
가상계좌 안내,고객이 오늘 결제를 하면 매달 청구되는 금액이 변경되나요?,"네, 청구 작업 전 미 도래하는 결제일부터 금액이 변경돼요.",AIHub(하나카드)/24927
가상계좌 안내,고객이 오늘 기준 결제할 리볼빙 최소 결제 금액은 얼마야?,"264,500원",AIHub(하나카드)/24913
가상계좌 안내,고객이 오늘 미납금을 완납하지 않으면 내일 금액이 변경되나요?,네.,AIHub(하나카드)/23145
가상계좌 안내,고객이 요청한 가상계좌는 무슨 은행으로 발송되었나요?,대한은행,AIHub(하나카드)/25921
가상계좌 안내,고객이 요청한 자동이체 정지 처리는 당일에 가능합니까?,예.,AIHub(하나카드)/22369
가상계좌 안내,고객이 요청해 안내받은 금액을 결제하면 잔액은 전무한 거지?,"아니, 할부금이 아직 남아있다고 해?",AIHub(하나카드)/21254
가상계좌 안내,고객이 이번 달 카드 대금을 어떻게 결제하기로 결정했나요?,최소 결제 비율인 20%로 결제,AIHub(하나카드)/21050
가상계좌 안내,고객이 입금하려는 금액은 누구의 명의로 남아 있는 연체금이야?,고객의 아버지,AIHub(하나카드)/23221
가상계좌 안내,고객이 입금하면 카드 한도가 복원되나요?,"예, 수수료를 제외한 입금 금액으로 한도가 복원됩니다.",AIHub(하나카드)/20769
가상계좌 안내,고객이 잘못 입금한 돈은 선결제 목적으로 보내진 것인가요?,네.,AIHub(하나카드)/21990
가상계좌 안내,고객이 장기 카드 대출을 신청했나요?,"아니요, 고객은 대출 신청을 하지 않았습니다.",AIHub(하나카드)/23953
가상계좌 안내,고객이 최소 금액으로 입금하려는 것은 무엇인가?,가상계좌,AIHub(하나카드)/22216
가상계좌 안내,고객이 최소 금액을 입금해야 하는 방법은 어떻게 해야 하나요?,가상계좌로 정확한 금액만 입금,AIHub(하나카드)/21257
가상계좌 안내,고객이 최소 입금 금액을 문의했나요?,예.,AIHub(하나카드)/21257
가상계좌 안내,고객이 최종적으로 상담사에게 입금한 금액은 얼마야?,230만 원,AIHub(하나카드)/23471
가상계좌 안내,"고객이 카드 대금을 배우자 계좌에서 출금되도록 요청했으나, 왜 상담사가 어렵다고 안내했습니까?",해당 카드는 본인 명의 계좌만 등록이 가능하기 때문입니다.,AIHub(하나카드)/24972
가상계좌 안내,고객이 카드 대금을 입금하려고 한 주된 이유는 무엇인가?,결제일에 카드를 사용하기 위해,AIHub(하나카드)/21990
가상계좌 안내,고객이 카드를 재발급 하면 이용할 수 없게 되는 서비스는 뭐야?,현금 인출 기능,AIHub(하나카드)/27279
가상계좌 안내,고객이 카드를 해지한 날짜는 언제야?,6일,AIHub(하나카드)/27267
가상계좌 안내,고객이 카드사에 전화한 주된 이유는 무엇인가?,미납 대금 확인 및 거래 정지 해제,AIHub(하나카드)/22767
가상계좌 안내,고객이 통장에 삼십만 원 입금 후 상담사는 어떻게 출금을 진행했나요?,수동으로 삼십만 원을 인출했습니다.,AIHub(하나카드)/25696
가상계좌 안내,고객이 현재 결제하려는 대출 종류는 무엇인가?,장기 카드 대출,AIHub(하나카드)/23712
가상계좌 안내,고객이 현재 납부하려는 카드 대금은 얼마인가요?,20만 원,AIHub(하나카드)/22388
가상계좌 안내,고객이 현재 미납 연체 중인 금액의 내역이 뭐니?,카드발급 비용,AIHub(하나카드)/26094
가상계좌 안내,고객이 확인하고 싶어 하는 카드 내역은 무엇인가?,버스와 지하철 후불 요금,AIHub(하나카드)/200295
가상계좌 안내,기존 결제 계좌에서 이중 출금이 발생할 경우 환급받을 수 있나요?,"네, 결제 계좌로 환급돼요.",AIHub(하나카드)/24329
가상계좌 안내,"다른 은행, 타계좌를 이용해 입금하면 입금 당일 바로 한도 복원이 가능한가요?","아니요, 입금한 날이 아닌 다음날 한도 복원이 돼요.",AIHub(하나카드)/25375
가상계좌 안내,리볼빙 서비스를 해지하게 되면 이월된 금액 전부를 납부하는 거야?,응.,AIHub(하나카드)/24289
가상계좌 안내,리볼빙 시 적용되는 수수료 퍼센트는 얼마인가?,19.95%,AIHub(하나카드)/23275
가상계좌 안내,만약 이중 출금되면 언제 환급받을 수 있어?,평일 기준으로 출금 익일에 환급된다.,AIHub(하나카드)/24913
가상계좌 안내,미납금을 납부하면 해당 카드를 다시 사용할 수 있어?,응.,AIHub(하나카드)/21000
가상계좌 안내,미납금을 입금해도 카드 대금이 결제 계좌에서 이중으로 출금될 수 있니?,응.,AIHub(하나카드)/22214
가상계좌 안내,미납된 결제 대금은 어디로 입금해야 해?,고객 센터가 보내 준 가상 계좌로 하면 돼.,AIHub(하나카드)/22214
가상계좌 안내,미납액은 언제를 기준으로 안내됩니까?,상담 당일을 기준으로 안내됩니다.,AIHub(하나카드)/26155
가상계좌 안내,미납요금은 계좌이체만 가능한가요?,네.,AIHub(하나카드)/25921
가상계좌 안내,바로 쓸 수 없는 카드 기능은 뭐야?,교통 카드 기능,AIHub(하나카드)/27273
가상계좌 안내,부분 결제를 하게 되면 완납할 때는 결제 금액이 달라질 수도 있어?,"응, 그렇기 때문에 금액 확인은 꼭 해야 해.",AIHub(하나카드)/20932
가상계좌 안내,상담사가 고객에게 발송한 문자 메시지를 보면 무엇을 알 수 있어?,"선결제 시 유의 사항과 금액, 계좌에 대해 알 수 있다.",AIHub(하나카드)/20616
가상계좌 안내,상담사가 고객에게 보낸 가상계좌 입금 유의 사항은 어떻게 전달되었나요?,고객에게 문자로 발송,AIHub(하나카드)/23953
가상계좌 안내,상담사가 고객의 계좌에서 마지막으로 출금한 금액은 얼마야?,"195,467원",AIHub(하나카드)/24932
가상계좌 안내,상담사가 손님에게 마지막으로 부탁한 것은 무엇이지?,통화 종료를 부탁했다.,AIHub(하나카드)/22812
가상계좌 안내,상담사가 안내한 가상 계좌의 입금 기한은 언제까지인가요?,가상 계좌의 입금 기한은 오늘 밤 11시 30분까지입니다.,AIHub(하나카드)/25604
가상계좌 안내,상담사가 안내한 가상계좌 은행은 몇 개야?,3개,AIHub(하나카드)/26046
가상계좌 안내,상담사가 안내한 금액을 오늘 완납하지 않으면 금액이 변동되나요?,네.,AIHub(하나카드)/24332
가상계좌 안내,상담사가 안내한 카드 결제금액의 책정 기준일이 언제야?,오늘,AIHub(하나카드)/23807
가상계좌 안내,상담사가 알려준 가상계좌에 우선 10만 원만 입금해도 정상 처리될까?,"아니, 반드시 정확한 금액을 입금해야 정상 처리 돼.",AIHub(하나카드)/24932
가상계좌 안내,상담사가 알려준 가상계좌에는 정확한 금액을 입금해야 해?,응.,AIHub(하나카드)/24913
가상계좌 안내,상담사가 에이알에스에 연결해 주면 손님은 뭘 입력해야 하지?,주민 등록 번호 전체 자리,AIHub(하나카드)/22980
가상계좌 안내,상담사는 가상 계좌를 보내주면서 왜 고객에게 잔고를 비워두라고 했지?,결제 계좌에 잔고가 남아있다면 이중 출금될 수 있으므로,AIHub(하나카드)/25225
가상계좌 안내,상담사는 가상 계좌에 정확한 금액을 입금해야 정상 처리된다고 설명했나요?,네.,AIHub(하나카드)/24354
가상계좌 안내,상담사는 가상 계좌와 관련한 유의 사항을 어떻게 고객에게 전달하기로 했지?,문자로 발송해 주기로 했어.,AIHub(하나카드)/25237
가상계좌 안내,상담사는 가상계좌 관련 유의 사항을 문자 메시지로 전송하고 상담을 마쳤어?,응.,AIHub(하나카드)/21005
가상계좌 안내,상담사는 가상계좌 번호를 어떻게 고객에게 전달해 주었지?,문자로,AIHub(하나카드)/26797
가상계좌 안내,상담사는 결제 후 얼마만에 한도가 복원된다고 했나요?,상담사는 결제 후 1시간 이내에 한도가 복원된다고 안내했습니다.,AIHub(하나카드)/24354
가상계좌 안내,상담사는 고객에게 가상 계좌를 무엇으로 보내주겠다고 했나요?,상담사는 고객에게 가상 계좌를 문자로 보내주겠다고 했습니다.,AIHub(하나카드)/24094
가상계좌 안내,"상담사는 고객에게 가상계좌 번호, 결제 금액, 유의 사항을 무슨 경로로 보냈어?",문자로,AIHub(하나카드)/25273
가상계좌 안내,상담사는 고객에게 가상계좌 정보를 문자로 발송했나?,"예, 가상계좌 정보와 유의사항을 문자로 발송했습니다.",AIHub(하나카드)/23323
가상계좌 안내,상담사는 고객에게 어떻게 유의 사항을 전달하기로 했지?,문자로,AIHub(하나카드)/21868
가상계좌 안내,상담사는 고객에게 왜 이중 출금이 될 수 있다고 했지?,당월 결제 금액 연체 중이기 때문이라고 했어.,AIHub(하나카드)/26797
가상계좌 안내,상담사는 고객에게 한도 상향 여부를 언제 다시 확인하라고 했나요?,상담사는 고객에게 다음 달 초에 한도 상향 여부를 다시 확인하라고 안내했습니다.,AIHub(하나카드)/25841
가상계좌 안내,상담사는 고객의 신원을 확인하기 위해 무엇을 물어보았나요?,"상담사는 고객의 신원을 확인하기 위해 휴대폰 번호, 생년월일, 본인 이름을 물어보았습니다.",AIHub(하나카드)/25604
가상계좌 안내,상담사는 고객의 요청대로 카드의 정지를 처리해 주었나요?,아니요.,AIHub(하나카드)/21839
가상계좌 안내,상담사는 고객의 이달 최소 결제 비율을 얼마로 설정했나요?,20%로 설정했습니다.,AIHub(하나카드)/21050
가상계좌 안내,상담사는 고객이 마지막으로 카드를 사용한 곳이 어디라고 했지?,트로트 약국,AIHub(하나카드)/25237
가상계좌 안내,상담사는 고객이 언제까지 가상계좌로 카드 대금을 입금해야 한다고 했나요?,오늘 밤 11시 반까지,AIHub(하나카드)/21839
가상계좌 안내,상담사는 미납금을 왜 꼭 오늘까지 가상 계좌로 입금하라고 당부했나요?,"오늘 기준 금액이므로, 오늘 입금하지 않으면 금액이 변동될 수 있기 때문이에요.",AIHub(하나카드)/24329
가상계좌 안내,상담사는 손님에게 연체금을 납부할 가상계좌를 알려줬어?,응.,AIHub(하나카드)/22196
가상계좌 안내,상담사는 언제까지 결제 계좌에 결제 대금이 입금되어야 정상 납부가 된다고 했지?,영업시간 4시 이전,AIHub(하나카드)/21868
가상계좌 안내,상담사는 오늘 밤 언제까지 미납금을 입금해야 정상 처리된다고 했나요?,11시 30분까지,AIHub(하나카드)/23145
가상계좌 안내,상담사는 오늘을 기준으로 해서 당월 결제 금액을 알려줬어?,응.,AIHub(하나카드)/22194
가상계좌 안내,상담사는 왜 고객에게 결제 계좌 잔고를 비워두라고 했습니까?,잔고가 있으면 이중 출금이 될 수 있기 때문입니다.,AIHub(하나카드)/23020
가상계좌 안내,상담사는 청구 작업이 언제 진행될 예정이라고 했나요?,오늘 밤,AIHub(하나카드)/200126
가상계좌 안내,상담사는 혜택 좋은 카드 상품을 추천해 주었나요?,"아니요, 카드 어플에서 확인하라고 안내했습니다.",AIHub(하나카드)/26797
가상계좌 안내,상담사는 환급 처리를 담당 부서에 요청한 다음 결과를 어떻게 고객에게 안내하기로 했지?,문자로,AIHub(하나카드)/21990
가상계좌 안내,상담사와 직접 통화하여야만 가상계좌번호를 받을 수 있나요?,"아니요, 카드사 앱에서도 받을 수 있습니다.",AIHub(하나카드)/200126
가상계좌 안내,상담원은 고객에게 미납 금액을 결제하면 거래 정지가 바로 해제된다고 안내했나요?,아니요.,AIHub(하나카드)/22767
가상계좌 안내,상담원의 말에 의하면 결제 계좌에 잔고가 있을 경우 어떻게 될 가능성이 있어?,이중 출금이 될 수도 있어.,AIHub(하나카드)/21578
가상계좌 안내,상담원의 말에 의하면 이중 출금을 방지하기 위해서 무엇을 비워 둬야 해?,연결된 은행 계좌의 잔고를 따로 비워 둬야 해.,AIHub(하나카드)/24561
가상계좌 안내,상담원이 결제 계좌에서 오늘 출금 가능성이 있다고 안내했는데도 고객은 가상 계좌로 바로 입금하기로 했나요?,네.,AIHub(하나카드)/23506
가상계좌 안내,상담원이 상담 말미에 고객에게 전송한 건 뭐야?,가상계좌,AIHub(하나카드)/21578
가상계좌 안내,상담원이 손님에게 입금 시 주의사항으로 안내한 방법은 무엇인가?,결제 계좌 잔고를 비우고 정확한 금액으로 입금,AIHub(하나카드)/23298
가상계좌 안내,상담원이 안내한 금액은 언제까지 그대로 유지돼?,오늘,AIHub(하나카드)/25260
가상계좌 안내,상담원이 알려준 가상계좌로 내일 입금해도 결제 금액은 동일해?,아니. 금액이 오늘 기준이기 때문에 오늘 완납하지 않으면 금액이 변경 돼.,AIHub(하나카드)/21997
가상계좌 안내,상담원이 요구한 카드 요금 입금 날짜와 시간이 언제야?,오늘 밤 11시 반까지,AIHub(하나카드)/200236
가상계좌 안내,상담으로 알 수 있는 고객이 카드 정지를 해지하려고 한 이유는 무엇입니까?,고객은 후불 교통 카드를 사용하기 위해 해지를 요청했습니다.,AIHub(하나카드)/26155
